"ID","Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","Highway_MPG","City_MPG","Age","Popularity","MSRP"
6697,"Lincoln","Mark_LT",2008,"regular_unleaded",300,8,"automatic","rear_wheel_drive",4,"Luxury","Large","Pickup",16,12,9,61,10.5691350593935
5734,"Toyota","Highlander",2015,"regular_unleaded",270,6,"automatic","all_wheel_drive",4,"Crossover","Midsize","SUV",24,18,2,2031,10.637056647595
7706,"Toyota","Prius",2017,"regular_unleaded",121,4,"automatic","front_wheel_drive",4,"Hatchback,Hybrid","Compact","Sedan",50,54,0,2031,10.2796954795772
367,"Mazda","3",2015,"regular_unleaded",184,4,"manual","front_wheel_drive",4,"Hatchback,Performance","Compact","Sedan",35,26,2,586,10.1481968817649
593,"FIAT","500X",2017,"regular_unleaded",180,4,"automatic","all_wheel_drive",4,"Crossover","Compact","SUV",29,21,0,819,10.2048876018161
11322,"Suzuki","Verona",2004,"unknown",155,6,"automatic","front_wheel_drive",4,"Unknown","Midsize","Sedan",25,17,13,481,9.75260652157649
3034,"Maserati","Coupe",2005,"premium_unleaded",385,8,"manual","rear_wheel_drive",2,"Exotic,Luxury,High-Performance","Compact","Coupe",15,10,12,238,11.3221643954624
9111,"Kia","Sephia",2001,"regular_unleaded",125,4,"manual","front_wheel_drive",4,"Unknown","Compact","Sedan",28,22,16,1720,9.29145942326097
8450,"Buick","Regal",2016,"premium_unleaded",259,4,"automatic","front_wheel_drive",4,"Performance","Midsize","Sedan",30,21,1,155,10.2747062219157
6478,"Lexus","LS_430",2005,"premium_unleaded",290,8,"automatic","rear_wheel_drive",4,"Luxury,Performance","Large","Sedan",23,16,12,454,10.9371167768275
3742,"Ford","E-Series_Wagon",2012,"flex-fuel",255,8,"automatic","rear_wheel_drive",3,"Flex_Fuel","Midsize","Van",15,11,5,5657,10.4388106479025
8914,"Audi","S6",2015,"premium_unleaded",420,8,"automated_manual","all_wheel_drive",4,"Factory_Tuner,Luxury,High-Performance","Midsize","Sedan",27,17,2,3105,11.2318879352371
3834,"Hyundai","Elantra_Coupe",2013,"regular_unleaded",145,4,"automatic","front_wheel_drive",2,"Unknown","Compact","Coupe",37,27,4,1439,9.94726517488202
7603,"Honda","Pilot",2015,"regular_unleaded",250,6,"automatic","front_wheel_drive",4,"Crossover","Midsize","SUV",25,18,2,2202,10.3772341680607
5824,"Chevrolet","Impala",2015,"regular_unleaded",195,4,"automatic","front_wheel_drive",4,"Unknown","Large","Sedan",31,21,2,1385,10.4476995953198
521,"BMW","5_Series",2015,"premium_unleaded",443,8,"automatic","rear_wheel_drive",4,"Luxury,High-Performance","Large","Sedan",25,17,2,3916,11.0806029026922
6829,"Mitsubishi","Mirage",2014,"regular_unleaded",74,3,"manual","front_wheel_drive",4,"Hatchback","Compact","Sedan",42,34,3,436,9.47231994707559
9788,"Chevrolet","Sonic",2017,"regular_unleaded",138,4,"automatic","front_wheel_drive",4,"Hatchback","Compact","Sedan",34,24,0,1385,9.85061406292906
6624,"BMW","M6",2016,"premium_unleaded",552,8,"automated_manual","rear_wheel_drive",2,"Factory_Tuner,Luxury,High-Performance","Midsize","Coupe",20,14,1,3916,11.6386766702758
7267,"Nissan","NV200",2016,"regular_unleaded",131,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Minivan",26,24,1,2009,9.98782870096988
6870,"Lincoln","MKS",2016,"regular_unleaded",350,6,"automatic","front_wheel_drive",4,"Luxury,Performance","Large","Sedan",26,17,1,61,10.5715733025007
2756,"Chevrolet","Cobalt",2010,"regular_unleaded",155,4,"manual","front_wheel_drive",2,"Unknown","Compact","Coupe",37,25,7,1385,9.70929582317169
37,"Mercedes-Benz","190-Class",1991,"regular_unleaded",158,6,"manual","rear_wheel_drive",4,"Luxury","Compact","Sedan",25,17,26,617,7.60090245954208
7637,"Honda","Pilot",2017,"regular_unleaded",280,6,"automatic","front_wheel_drive",4,"Crossover","Midsize","SUV",27,19,0,2202,10.434997767495
2317,"Chevrolet","Caprice",1996,"regular_unleaded",260,8,"automatic","rear_wheel_drive",4,"Unknown","Large","Wagon",24,15,21,1385,7.60090245954208
10774,"Chevrolet","Trax",2016,"regular_unleaded",138,4,"automatic","all_wheel_drive",4,"Crossover","Compact","SUV",31,24,1,1385,10.0918325983076
2772,"Chevrolet","Colorado",2012,"regular_unleaded",300,8,"automatic","rear_wheel_drive",4,"Performance","Compact","Pickup",20,14,5,1385,10.2039624467867
4592,"Ford","F-150",2017,"flex-fuel",282,6,"automatic","four_wheel_drive",4,"Flex_Fuel","Large","Pickup",23,17,0,5657,10.4348508275197
7743,"Chrysler","PT_Cruiser",2008,"regular_unleaded",180,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Wagon",24,18,9,1013,10.0653937943791
2735,"Mercedes-Benz","CLS-Class",2017,"premium_unleaded",577,8,"automatic","all_wheel_drive",4,"Factory_Tuner,Luxury,High-Performance","Midsize","Sedan",22,16,0,617,11.5981853089211
2900,"Lincoln","Continental",2002,"premium_unleaded",275,8,"automatic","front_wheel_drive",4,"Luxury","Large","Sedan",23,15,15,61,10.5501980473225
2285,"GMC","Canyon",2015,"regular_unleaded",200,4,"automatic","rear_wheel_drive",4,"Unknown","Compact","Pickup",27,20,2,549,10.1347976665167
2550,"Honda","Civic",2015,"regular_unleaded",143,4,"manual","front_wheel_drive",2,"Unknown","Compact","Coupe",36,28,2,2202,9.9227998635685
3019,"Chevrolet","Corvette",2017,"premium_unleaded",460,8,"manual","rear_wheel_drive",2,"High-Performance","Compact","Convertible",25,16,0,1385,11.1483623481825
10095,"Ferrari","Superamerica",2005,"premium_unleaded",532,12,"automated_manual","rear_wheel_drive",2,"Exotic,High-Performance","Compact","Convertible",16,9,12,2774,12.5916071181495
2819,"Dodge","Colt",1994,"regular_unleaded",92,4,"manual","front_wheel_drive",2,"Unknown","Compact","Coupe",35,28,23,1851,7.60090245954208
3714,"Mercedes-Benz","E-Class",2017,"premium_unleaded",329,6,"automatic","rear_wheel_drive",2,"Luxury,High-Performance","Midsize","Coupe",29,20,0,617,10.9068729912612
9624,"Chevrolet","Silverado_1500",2017,"flex-fuel",285,6,"automatic","rear_wheel_drive",2,"Flex_Fuel","Large","Pickup",24,18,0,1385,10.4299896556871
2394,"Volkswagen","CC",2015,"premium_unleaded",200,4,"manual","front_wheel_drive",4,"Performance","Midsize","Sedan",32,21,2,873,10.4421715044305
3020,"Chevrolet","Corvette",2017,"premium_unleaded",460,8,"manual","rear_wheel_drive",2,"High-Performance","Compact","Coupe",25,16,0,1385,11.0095718560429
7460,"Volkswagen","Passat",2015,"regular_unleaded",170,4,"automatic","front_wheel_drive",4,"Unknown","Midsize","Sedan",36,24,2,873,10.1765634725985
1429,"Kia","Amanti",2009,"regular_unleaded",264,6,"automatic","front_wheel_drive",4,"Unknown","Midsize","Sedan",24,17,8,1720,10.1675810901793
6321,"Mitsubishi","Lancer_Evolution",2015,"premium_unleaded",303,4,"manual","all_wheel_drive",4,"Factory_Tuner,High-Performance","Compact","Sedan",23,17,2,436,10.5452098511039
7976,"Audi","R8",2014,"premium_unleaded",430,8,"manual","all_wheel_drive",2,"Luxury,High-Performance","Compact","Coupe",20,11,3,3105,11.6518174638368
8746,"Chevrolet","S-10_Blazer",1994,"regular_unleaded",165,6,"manual","four_wheel_drive",2,"Unknown","Compact","SUV",20,15,23,1385,7.60090245954208
1127,"Audi","A7",2016,"premium_unleaded",333,6,"automatic","all_wheel_drive",4,"Luxury,Performance","Large","Sedan",30,20,1,3105,11.1316650455589
11894,"BMW","Z4_M",2008,"premium_unleaded",330,6,"manual","rear_wheel_drive",2,"Factory_Tuner,Luxury,High-Performance","Compact","Convertible",23,15,9,3916,10.8666618703091
8530,"Kia","Rio",2017,"regular_unleaded",138,4,"automatic","front_wheel_drive",4,"Hatchback","Compact","Sedan",36,27,0,1720,9.94774364379067
3103,"Honda","Crosstour",2013,"regular_unleaded",278,6,"automatic","front_wheel_drive",4,"Crossover,Hatchback","Midsize","Sedan",30,20,4,2202,10.4204940353772
4565,"Ford","F-150",2017,"regular_unleaded",325,6,"automatic","four_wheel_drive",4,"Flex_Fuel","Large","Pickup",23,18,0,5657,10.733021420484
6768,"Acura","MDX",2016,"premium_unleaded",290,6,"automatic","front_wheel_drive",4,"Crossover,Luxury","Midsize","SUV",27,19,1,204,10.8085150921316
3111,"Honda","Crosstour",2014,"regular_unleaded",278,6,"automatic","front_wheel_drive",4,"Crossover,Hatchback","Midsize","Sedan",30,20,3,2202,10.4249563364006
2272,"GMC","Canyon",2012,"regular_unleaded",242,5,"automatic","four_wheel_drive",4,"Unknown","Compact","Pickup",21,16,5,549,10.279352190868
1560,"Cadillac","ATS",2017,"regular_unleaded",335,6,"automatic","rear_wheel_drive",4,"Luxury,High-Performance","Midsize","Sedan",30,20,0,1624,10.7577964920544
10943,"Toyota","Tundra",2015,"flex-fuel",381,8,"automatic","four_wheel_drive",4,"Flex_Fuel","Large","Pickup",17,13,2,2031,10.4642455450503
10317,"Scion","tC",2016,"regular_unleaded",179,4,"manual","front_wheel_drive",2,"Hatchback","Compact","Sedan",31,23,1,105,10.0514764302496
5494,"Dodge","Grand_Caravan",2016,"flex-fuel",283,6,"automatic","front_wheel_drive",4,"Flex_Fuel","Midsize","Minivan",25,17,1,1851,10.130423902089
9269,"GMC","Sierra_1500_Classic",2007,"flex-fuel",295,8,"automatic","rear_wheel_drive",4,"Flex_Fuel","Large","Pickup",19,14,10,549,10.3948244997183
7927,"Infiniti","QX50",2017,"premium_unleaded",325,6,"automatic","rear_wheel_drive",4,"Crossover,Luxury,Performance","Midsize","SUV",24,17,0,190,10.4472642764418
9521,"Chevrolet","Silverado_1500",2015,"flex-fuel",285,6,"automatic","four_wheel_drive",2,"Flex_Fuel","Large","Pickup",22,17,2,1385,10.310451536768
5454,"Volkswagen","Golf",2015,"diesel",150,4,"manual","front_wheel_drive",4,"Hatchback,Diesel","Compact","Sedan",45,30,2,873,10.0143578613676
3434,"Dodge","Dakota",2008,"regular_unleaded",210,6,"automatic","rear_wheel_drive",4,"Unknown","Compact","Pickup",20,15,9,1851,10.0862256892153
10813,"Mazda","Tribute",2009,"regular_unleaded",240,6,"automatic","all_wheel_drive",4,"Crossover","Compact","SUV",24,17,8,586,10.2268383642674
10322,"Ford","Tempo",1992,"regular_unleaded",140,6,"manual","front_wheel_drive",2,"Unknown","Compact","Coupe",26,19,25,5657,7.60090245954208
3654,"Ford","E-150",1998,"regular_unleaded",200,6,"automatic","rear_wheel_drive",3,"Unknown","Midsize","Van",17,12,19,5657,7.74109909003537
628,"Mazda","5",2014,"regular_unleaded",157,4,"manual","front_wheel_drive",4,"Unknown","Compact","Minivan",28,21,3,586,9.91046316627255
8623,"Volkswagen","Routan",2011,"regular_unleaded",283,6,"automatic","front_wheel_drive",4,"Unknown","Midsize","Minivan",25,17,6,873,10.581267255965
4819,"Suzuki","Forenza",2007,"regular_unleaded",127,4,"manual","front_wheel_drive",4,"Unknown","Compact","Sedan",28,20,10,481,9.61239968694951
4358,"Ford","Explorer_Sport_Trac",2009,"regular_unleaded",210,6,"automatic","rear_wheel_drive",4,"Crossover","Compact","Pickup",20,14,8,5657,10.3034374799562
4496,"Ford","F-150",2015,"flex-fuel",282,6,"automatic","four_wheel_drive",2,"Flex_Fuel","Large","Pickup",23,17,2,5657,10.4557909557484
3855,"Hyundai","Elantra_Touring",2012,"regular_unleaded",138,4,"manual","front_wheel_drive",4,"Hatchback","Compact","Sedan",31,23,5,1439,9.8779133014167
613,"Maybach","57",2010,"premium_unleaded",631,12,"automatic","rear_wheel_drive",4,"Exotic,Luxury,High-Performance","Large","Sedan",16,10,7,67,13.0291509956821
8636,"Audi","RS_5",2013,"premium_unleaded",450,8,"automated_manual","all_wheel_drive",2,"Factory_Tuner,Luxury,High-Performance","Midsize","Coupe",23,16,4,3105,11.1404114570018
4055,"Suzuki","Equator",2012,"regular_unleaded",261,6,"automatic","four_wheel_drive",4,"Unknown","Compact","Pickup",19,14,5,481,10.1772861946293
1929,"Volkswagen","Beetle",2015,"regular_unleaded",170,4,"manual","front_wheel_drive",2,"Hatchback","Compact","Sedan",33,24,2,873,10.0692138329804
792,"Volvo","850",1997,"regular_unleaded",168,5,"manual","front_wheel_drive",4,"Luxury","Midsize","Wagon",26,18,20,870,7.60090245954208
9943,"Chevrolet","Sportvan",1995,"regular_unleaded",163,6,"automatic","rear_wheel_drive",3,"Unknown","Midsize","Van",15,13,22,1385,7.60090245954208
1345,"Oldsmobile","Alero",2002,"regular_unleaded",170,6,"automatic","front_wheel_drive",2,"Unknown","Midsize","Coupe",27,18,15,26,9.9560800026553
11031,"Toyota","Tundra",2017,"flex-fuel",381,8,"automatic","four_wheel_drive",4,"Flex_Fuel","Large","Pickup",17,13,0,2031,10.5576339957463
8775,"Chevrolet","S-10",2003,"flex-fuel",120,4,"automatic","rear_wheel_drive",2,"Flex_Fuel","Compact","Pickup",23,17,14,1385,9.6940003276694
9698,"Acura","SLX",1998,"regular_unleaded",215,6,"automatic","four_wheel_drive",4,"Luxury","Midsize","SUV",18,13,19,204,7.94307271727793
5151,"Infiniti","G37_Coupe",2010,"premium_unleaded",330,6,"automatic","rear_wheel_drive",2,"Luxury","Midsize","Coupe",27,19,7,190,10.4926621427131
11052,"Toyota","Tundra",2017,"flex-fuel",381,8,"automatic","rear_wheel_drive",4,"Flex_Fuel","Large","Pickup",18,13,0,2031,10.7574772582129
11589,"Volvo","XC60",2016,"regular_unleaded",300,6,"automatic","all_wheel_drive",4,"Crossover,Luxury,Performance","Midsize","SUV",23,17,1,870,10.6607825529198
1121,"Audi","A6",2017,"premium_unleaded",252,4,"automated_manual","front_wheel_drive",4,"Luxury","Midsize","Sedan",34,24,0,3105,10.7705880402195
484,"Toyota","4Runner",2014,"regular_unleaded",270,6,"automatic","four_wheel_drive",4,"Unknown","Midsize","SUV",22,17,3,2031,10.4836060027981
3574,"Mitsubishi","Diamante",2004,"premium_unleaded",210,6,"automatic","front_wheel_drive",4,"Unknown","Midsize","Sedan",23,15,13,436,10.1968658705328
5010,"Nissan","Frontier",2017,"regular_unleaded",261,6,"automatic","four_wheel_drive",4,"Unknown","Compact","Pickup",21,15,0,2009,10.4676643517991
10345,"GMC","Terrain",2015,"regular_unleaded",182,4,"automatic","front_wheel_drive",4,"Crossover","Compact","SUV",32,22,2,549,10.4770062456405
7233,"Oldsmobile","Ninety-Eight",1995,"regular_unleaded",205,6,"automatic","front_wheel_drive",4,"Unknown","Large","Sedan",26,17,22,26,7.60090245954208
41,"Mercedes-Benz","190-Class",1993,"regular_unleaded",158,6,"manual","rear_wheel_drive",4,"Luxury","Compact","Sedan",25,17,24,617,7.60090245954208
6070,"Volkswagen","Jetta_SportWagen",2013,"regular_unleaded",170,5,"manual","front_wheel_drive",4,"Unknown","Compact","Wagon",33,23,4,873,9.93280360687018
10878,"Acura","TSX",2012,"premium_unleaded",280,6,"automatic","front_wheel_drive",4,"Luxury,Performance","Midsize","Sedan",28,19,5,204,10.5623020540156
6722,"Toyota","Matrix",2012,"regular_unleaded",158,4,"manual","front_wheel_drive",4,"Hatchback","Compact","Sedan",28,21,5,2031,9.88149753464451
2726,"Mercedes-Benz","CLS-Class",2015,"premium_unleaded",329,6,"automatic","all_wheel_drive",4,"Luxury,Performance","Midsize","Sedan",28,20,2,617,11.134443028192
9345,"GMC","Sierra_1500",2016,"regular_unleaded",355,8,"automatic","four_wheel_drive",4,"Unknown","Large","Pickup",22,16,1,549,10.9011739226143
10766,"Chevrolet","Trax",2015,"regular_unleaded",138,4,"automatic","front_wheel_drive",4,"Crossover","Compact","SUV",34,26,2,1385,10.1278303844258
9154,"Dodge","Shadow",1992,"regular_unleaded",100,4,"manual","front_wheel_drive",4,"Hatchback","Compact","Sedan",29,20,25,1851,7.60090245954208
3896,"Honda","Element",2009,"regular_unleaded",166,4,"automatic","front_wheel_drive",4,"Crossover","Compact","SUV",25,20,8,2202,9.91714387898361
1583,"Chevrolet","Avalanche",2012,"flex-fuel",320,8,"automatic","rear_wheel_drive",4,"Crossover,Flex_Fuel","Large","Pickup",21,15,5,1385,10.7579028806922
194,"Mercedes-Benz","300-Class",1993,"regular_unleaded",228,6,"automatic","rear_wheel_drive",4,"Luxury","Large","Sedan",18,14,24,617,7.83991936001258
1909,"Volkswagen","Beetle",2015,"regular_unleaded",170,4,"manual","front_wheel_drive",2,"Hatchback","Compact","Sedan",33,24,2,873,10.130423902089
10805,"Mazda","Tribute",2009,"regular_unleaded",240,6,"automatic","all_wheel_drive",4,"Crossover","Compact","SUV",24,17,8,586,10.1188005247351
10783,"Chevrolet","Trax",2017,"regular_unleaded",138,4,"automatic","front_wheel_drive",4,"Crossover","Compact","SUV",33,25,0,1385,10.1696905933108
5166,"Infiniti","G37",2009,"premium_unleaded",328,6,"manual","rear_wheel_drive",4,"Luxury,High-Performance","Midsize","Sedan",25,17,8,190,10.4414418436904
6498,"Lincoln","LS",2004,"premium_unleaded",280,8,"automatic","rear_wheel_drive",4,"Luxury,Performance","Midsize","Sedan",23,15,13,61,10.6775232368294
1503,"Cadillac","ATS_Coupe",2016,"premium_unleaded",272,4,"automatic","rear_wheel_drive",2,"Luxury,Performance","Compact","Coupe",31,22,1,1624,10.7706930767198
6932,"Tesla","Model_S",2016,"electric",156,0,"direct_drive","all_wheel_drive",4,"Exotic,Performance","Large","Sedan",101,98,1,1391,11.0974100210086
10889,"Acura","TSX",2014,"premium_unleaded",280,6,"automatic","front_wheel_drive",4,"Luxury,Performance","Midsize","Sedan",28,19,3,204,10.5783434631238
4514,"Ford","F-150",2016,"flex-fuel",282,6,"automatic","rear_wheel_drive",2,"Flex_Fuel","Large","Pickup",25,18,1,5657,10.1864083078862
4879,"Kia","Forte",2017,"regular_unleaded",147,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Sedan",38,29,0,1720,9.76995615991161
847,"Saab","9-3",2011,"premium_unleaded",210,4,"automatic","all_wheel_drive",4,"Luxury","Midsize","Sedan",27,17,6,376,10.5483631844224
11718,"Suzuki","XL7",2008,"regular_unleaded",252,6,"automatic","front_wheel_drive",4,"Crossover","Midsize","SUV",22,16,9,481,10.2219049193571
2139,"Volkswagen","Cabrio",2002,"regular_unleaded",115,4,"manual","front_wheel_drive",2,"Unknown","Compact","Convertible",28,21,15,873,10.0123419574482
1338,"Ford","Aerostar",1996,"regular_unleaded",140,6,"automatic","rear_wheel_drive",3,"Unknown","Large","Minivan",21,15,21,5657,7.60090245954208
5761,"Honda","HR-V",2017,"regular_unleaded",141,4,"automatic","front_wheel_drive",4,"Crossover","Compact","SUV",34,28,0,2202,10.00852301537
1941,"Volkswagen","Beetle",2016,"regular_unleaded",170,4,"automatic","front_wheel_drive",2,"Hatchback","Compact","Sedan",34,25,1,873,10.0190458931704
10203,"Toyota","Tacoma",2016,"regular_unleaded",278,6,"automatic","rear_wheel_drive",4,"Unknown","Compact","Pickup",24,19,1,2031,10.2522059267584
11708,"Suzuki","XL7",2008,"regular_unleaded",252,6,"automatic","all_wheel_drive",4,"Crossover","Midsize","SUV",22,15,9,481,10.2801758858729
8303,"Land_Rover","Range_Rover",2014,"premium_unleaded",510,8,"automatic","four_wheel_drive",4,"Luxury,High-Performance","Large","SUV",19,13,3,258,11.5139249653033
23,"Audi","100",1993,"regular_unleaded",172,6,"manual","front_wheel_drive",4,"Luxury","Midsize","Sedan",24,17,24,3105,7.60090245954208
6263,"Kia","K900",2016,"premium_unleaded",420,8,"automatic","rear_wheel_drive",4,"Luxury,High-Performance","Large","Sedan",23,15,1,1720,11.0332754586727
10635,"Chevrolet","TrailBlazer",2009,"regular_unleaded",285,6,"automatic","rear_wheel_drive",4,"Unknown","Midsize","SUV",20,14,8,1385,10.4221325253543
8564,"Buick","Roadmaster",1995,"regular_unleaded",260,8,"automatic","rear_wheel_drive",4,"Unknown","Large","Wagon",23,15,22,155,7.60090245954208
8248,"Land_Rover","Range_Rover_Evoque",2015,"premium_unleaded",240,4,"automatic","all_wheel_drive",2,"Crossover,Luxury","Compact","SUV",30,21,2,258,10.7166375254908
11856,"GMC","Yukon_XL",2016,"flex-fuel",355,8,"automatic","four_wheel_drive",4,"Flex_Fuel,Performance","Large","SUV",22,15,1,549,11.046116726621
9523,"Chevrolet","Silverado_1500",2015,"flex-fuel",285,6,"automatic","rear_wheel_drive",4,"Flex_Fuel","Large","Pickup",24,18,2,1385,10.4408577315242
10705,"Ford","Transit_Wagon",2015,"flex-fuel",275,6,"automatic","rear_wheel_drive",3,"Flex_Fuel","Midsize","Van",19,14,2,5657,10.3865307952897
355,"Nissan","370Z",2017,"premium_unleaded",332,6,"automatic","rear_wheel_drive",2,"High-Performance","Compact","Convertible",25,18,0,2009,10.6411299729826
7287,"Lexus","NX_300h",2017,"regular_unleaded",194,4,"automatic","all_wheel_drive",4,"Crossover,Luxury,Hybrid","Midsize","SUV",30,33,0,454,10.5896101181591
10612,"Chevrolet","TrailBlazer",2007,"regular_unleaded",291,6,"automatic","four_wheel_drive",4,"Unknown","Midsize","SUV",20,14,10,1385,10.2161061102779
8860,"Volvo","S40",2010,"premium_unleaded",168,5,"manual","front_wheel_drive",4,"Luxury","Compact","Sedan",29,21,7,870,10.1735146897492
1068,"Audi","A4",2015,"premium_unleaded",220,4,"automatic","front_wheel_drive",4,"Luxury","Midsize","Sedan",32,24,2,3105,10.4772879754635
2413,"Volkswagen","CC",2016,"premium_unleaded",200,4,"automated_manual","front_wheel_drive",4,"Performance","Midsize","Sedan",31,22,1,873,10.4479897026615
3975,"Hyundai","Entourage",2007,"regular_unleaded",242,6,"automatic","front_wheel_drive",4,"Unknown","Midsize","Minivan",23,16,10,1439,10.2714238487519
2248,"Toyota","Camry",2015,"regular_unleaded",268,6,"automatic","front_wheel_drive",4,"Performance","Midsize","Sedan",31,21,2,2031,10.3536073011847
2438,"Toyota","Celica",2004,"regular_unleaded",140,4,"automatic","front_wheel_drive",2,"Hatchback","Compact","Sedan",33,25,13,2031,9.92009881834132
4626,"Ford","F-250",1998,"regular_unleaded",220,8,"manual","four_wheel_drive",2,"Unknown","Large","Pickup",16,13,19,5657,8.07806788181544
8044,"Dodge","RAM_150",1991,"regular_unleaded",125,6,"unknown","rear_wheel_drive",2,"Unknown","Large","Pickup",17,12,26,1851,7.60090245954208
5249,"Hyundai","Genesis_Coupe",2014,"premium_unleaded",274,4,"manual","rear_wheel_drive",2,"Performance","Midsize","Coupe",27,19,3,1439,10.2109722522841
6041,"Volkswagen","Jetta_GLI",2014,"premium_unleaded",210,4,"automated_manual","front_wheel_drive",4,"Performance","Midsize","Sedan",32,24,3,873,10.2372776239374
3598,"Cadillac","DTS",2009,"regular_unleaded",275,8,"automatic","front_wheel_drive",4,"Luxury","Large","Sedan",23,15,8,1624,10.7424651813076
3656,"Ford","E-150",1998,"regular_unleaded",200,6,"automatic","rear_wheel_drive",3,"Unknown","Midsize","Van",17,12,19,5657,7.72134861261795
7879,"Audi","Q7",2014,"diesel",240,6,"automatic","all_wheel_drive",4,"Crossover,Luxury,Diesel","Large","SUV",28,19,3,3105,10.9835963696397
11489,"BMW","X1",2017,"premium_unleaded",228,4,"automatic","all_wheel_drive",4,"Crossover,Luxury","Compact","SUV",31,22,0,3916,10.465956409454
10967,"Toyota","Tundra",2015,"regular_unleaded",381,8,"automatic","rear_wheel_drive",4,"Unknown","Large","Pickup",18,13,2,2031,10.3202222529025
1181,"Hyundai","Accent",2015,"regular_unleaded",137,4,"automatic","front_wheel_drive",4,"Hatchback","Compact","Sedan",37,26,2,1439,9.76967040480179
5665,"Volkswagen","GTI",2013,"premium_unleaded",200,4,"manual","front_wheel_drive",2,"Hatchback,Performance","Compact","Sedan",31,21,4,873,10.195970581929
10142,"Suzuki","SX4",2012,"regular_unleaded",150,4,"manual","all_wheel_drive",4,"Crossover,Hatchback","Compact","Sedan",30,22,5,481,9.74090979777877
2380,"Porsche","Cayenne",2017,"premium_unleaded",520,8,"automatic","all_wheel_drive",4,"Crossover,Luxury,Performance","Midsize","SUV",21,14,0,1715,11.6656465519879
4010,"GMC","Envoy",2007,"regular_unleaded",302,8,"automatic","rear_wheel_drive",4,"Unknown","Midsize","SUV",20,14,10,549,10.4628175853617
9977,"Cadillac","SRX",2016,"regular_unleaded",308,6,"automatic","all_wheel_drive",4,"Crossover,Luxury","Midsize","SUV",23,16,1,1624,10.8537931629976
5595,"Nissan","GT-R",2015,"premium_unleaded",545,6,"automated_manual","all_wheel_drive",2,"High-Performance","Midsize","Coupe",23,16,2,2009,11.6218695519594
5851,"Subaru","Impreza_WRX",2013,"premium_unleaded",265,4,"manual","all_wheel_drive",4,"Hatchback,Performance","Compact","Sedan",25,19,4,640,10.2851721319789
5278,"Rolls-Royce","Ghost_Series_II",2016,"premium_unleaded",563,12,"automatic","rear_wheel_drive",4,"Exotic,Luxury,Performance","Large","Sedan",21,13,1,86,12.5976078481048
2458,"Dodge","Challenger",2016,"premium_unleaded",485,8,"manual","rear_wheel_drive",2,"Factory_Tuner,High-Performance","Large","Coupe",23,14,1,1851,10.8035472712999
1151,"GMC","Acadia",2016,"regular_unleaded",281,6,"automatic","all_wheel_drive",4,"Crossover","Midsize","SUV",22,15,1,549,10.6986270828461
3209,"Cadillac","CTS_Coupe",2014,"regular_unleaded",318,6,"automatic","rear_wheel_drive",2,"Luxury,Performance","Midsize","Coupe",27,18,3,1624,10.7788521177976
5418,"Volkswagen","Golf_R",2016,"premium_unleaded",292,4,"automated_manual","all_wheel_drive",4,"Hatchback,Factory_Tuner,High-Performance","Compact","Sedan",30,23,1,873,10.5711887117646
11286,"Toyota","Venza",2014,"regular_unleaded",268,6,"automatic","front_wheel_drive",4,"Crossover,Performance","Midsize","Wagon",26,19,3,2031,10.5484943577681
9387,"GMC","Sierra_1500",2017,"flex-fuel",285,6,"automatic","four_wheel_drive",4,"Flex_Fuel","Large","Pickup",22,17,0,549,10.6918312700797
2596,"Honda","Civic",2017,"regular_unleaded",174,4,"automatic","front_wheel_drive",2,"Performance","Compact","Coupe",40,31,0,2202,10.0658189644536
8550,"Acura","RLX",2015,"premium_unleaded",310,6,"automatic","front_wheel_drive",4,"Luxury,Performance","Midsize","Sedan",31,20,2,204,10.7882876173189
10083,"Plymouth","Sundance",1993,"regular_unleaded",100,4,"manual","front_wheel_drive",4,"Hatchback","Compact","Sedan",29,22,24,535,7.60090245954208
844,"Saab","9-3",2010,"premium_unleaded",207,4,"automatic","all_wheel_drive",4,"Luxury","Compact","Wagon",27,17,7,376,10.517997287579
5899,"Honda","Insight",2012,"regular_unleaded",98,4,"automatic","front_wheel_drive",4,"Hatchback,Hybrid","Compact","Sedan",44,41,5,2202,10.0728082971528
5596,"Nissan","GT-R",2015,"premium_unleaded",545,6,"automated_manual","all_wheel_drive",2,"High-Performance","Midsize","Coupe",23,16,2,2009,11.6588423398704
4339,"Ford","Expedition",2017,"regular_unleaded",365,6,"automatic","four_wheel_drive",4,"Unknown","Large","SUV",19,15,0,5657,10.8563223415909
1572,"Chevrolet","Avalanche",2010,"flex-fuel",320,8,"automatic","rear_wheel_drive",4,"Crossover,Flex_Fuel","Large","Pickup",21,15,7,1385,10.7323668273993
10950,"Toyota","Tundra",2015,"flex-fuel",381,8,"automatic","four_wheel_drive",2,"Flex_Fuel","Large","Pickup",17,13,2,2031,10.3787896202331
7044,"Nissan","Murano",2016,"regular_unleaded",250,4,"automatic","front_wheel_drive",4,"Crossover,Hybrid","Midsize","SUV",31,28,1,2009,10.6497014540328
